code,description
Q4195,Puraply 1 sq cm
Q4196,Puraply am 1 sq cm
Q4197,Puraply xt 1 sq cm
Q4198,Genesis amnio membrane 1sqcm
Q4199,"Cygnus matrix, per sq cm"
Q4200,Skin te 1 sq cm
Q4201,Matrion 1 sq cm
Q4202,"Keroxx (2.5g/cc), 1cc"
Q4203,"Derma-gide, 1 sq cm"
Q4204,Xwrap 1 sq cm
Q4205,Membrane graft or wrap sq cm
Q4206,Fluid flow or fluid gf 1 cc
Q4208,Novafix per sq cm
Q4209,Surgraft per sq cm
Q4210,Axolotl graf dualgraf sq cm
Q4211,Amnion bio or axobio sq cm
Q4212,"Allogen, per cc"
Q4213,"Ascent, 0.5 mg"
Q4214,Cellesta cord per sq cm
Q4215,"Axolotl ambient, cryo 0.1 mg"
Q4216,Artacent cord per sq cm
Q4217,Woundfix biowound plus xplus
Q4218,Surgicord per sq cm
Q4219,Surgigraft dual per sq cm
Q4220,"Bellacell hd, surederm sq cm"
Q4221,Amniowrap2 per sq cm
Q4222,"Progenamatrix, per sq cm"
Q4224,Hhf10-p per sq cm
Q4225,"Amnio or derma tl, per sq cm"
Q4226,Myown harv prep proc sq cm
Q4227,Amniocore per sq cm
Q4228,"Bionextpatch, per sq cm"
Q4229,Cogenex amnio memb per sq cm
Q4230,Cogenex flow amnion 0.5 cc
Q4231,"Corplex p, per cc"
Q4232,"Corplex, per sq cm"
Q4233,Surfactor /nudyn per 0.5 cc
Q4234,"Xcellerate, per sq cm"
Q4235,Amniorepair or altiply sq cm
Q4236,Carepatch per sq cm
Q4237,"Cryo-cord, per sq cm"
Q4238,"Derm-maxx, per sq cm"
Q4239,Amnio-maxx or lite per sq cm
Q4240,Corecyte topical only 0.5 cc
Q4241,"Polycyte, topical only 0.5cc"
Q4242,"Amniocyte plus, per 0.5 cc"
Q4244,"Procenta, per 200 mg"
Q4245,"Amniotext, per cc"
Q4246,"Coretext or protext, per cc"
Q4247,"Amniotext patch, per sq cm"
Q4248,Dermacyte amn mem allo sq cm
Q4249,"Amniply, per sq cm"
Q4250,Amnioamp-mp per sq cm
Q4251,"Vim, per square centimeter"
Q4252,"Vendaje, per square centimet"
Q4253,Zenith amniotic membrane psc
Q4254,Novafix dl per sq cm
Q4255,"Reguard, topical use per sq"
Q4256,"Mlg complet, per sq cm"
Q4257,"Relese, per sq cm"
Q4258,"Enverse, per sq cm"
Q4259,Celera per sq cm
Q4260,"Signature apatch, per sq cm"
Q4261,"Tag, per square centimeter"
Q4262,"Dual layer impax, per sq cm"
Q4263,"Surgraft tl, per sq cm"
Q4264,"Cocoon membrane, per sq cm"
Q4265,Neostim tl per sq cm
Q4266,Neostim per sq cm
Q4267,Neostim dl per sq cm
Q4268,Surgraft ft per sq cm
Q4269,Surgraft xt per sq cm
Q4270,Complete sl per sq cm
Q4271,Complete ft per sq cm
Q4272,"Esano a, per sq cm"
Q4273,"Esano aaa, per sq cm"
Q4274,"Esano ac, per sq cm"
Q4275,"Esano aca, per sq cm"
Q4276,"Orion, per sq cm"
Q4277,"Woundplus e-grat, per sq cm"
Q4278,"Epieffect, per sq cm"
Q4279,"Vendaje ac, per sq cm"
Q4280,Xcell amnio matrix per sq cm
Q4281,Barrera slor dl per sq cm
Q4282,Cygnus dual per sq cm
Q4283,"Biovance tri or 3l, sq cm"
Q4284,"Dermabind sl, per sq cm"
Q4285,Nudyn dl or dl mesh pr sq cm
Q4286,"Nudyn sl or slw, per sq cm"
Q4287,"Dermabind dl, per sq cm"
Q4288,"Dermabind ch, per sq cm"
Q4289,"Revoshield+ amnio, per sq cm"
Q4290,Membrane wrap hydr per sq cm
Q4291,"Lamellas xt, per sq cm"
Q4292,"Lamellas, per sq cm"
Q4293,"Acesso dl, per sq cm"
Q4294,"Amnio quad-core, per sq cm"
Q4295,"Amnio tri-core, per sq cm"
Q4296,"Rebound matrix, per sq cm"
Q4297,"Emerge matrix, per sq cm"
Q4298,"Amniocore pro, per sq cm"
Q4299,"Amniocore pro+, per sq cm"
Q4300,"Acesso tl, per sq cm"
Q4301,"Activate matrix, per sq cm"
Q4302,"Complete aca, per sq cm"
Q4303,"Complete aa, per sq cm"
Q4304,"Grafix plus, per sq cm"
Q4305,Amer am ac tri-lay per sq cm
Q4306,Americ amnion ac per sq cm
Q4307,"American amnion, per sq cm"
Q4308,"Sanopellis, per sq cm"
Q4309,"Via matrix, per sq cm"
Q4310,"Procenta, per 100 mg"
Q4311,"Acesso, per sq cm"
Q4312,"Acesso ac, per sq cm"
Q4313,"Dermabind fm, per sq cm"
Q4314,"Reeva, per sq cm"
Q4315,Regenelink amniotic mem allo
Q4316,"Amchoplast, per sq cm"
Q4317,"Vitograft, per sq cm"
Q4318,"E-graft, per sq cm"
Q4319,"Sanograft, per sq cm"
Q4320,"Pellograft, per sq cm"
Q4321,"Renograft, per sq cm"
Q4322,"Caregraft, per sq cm"
Q4323,"Alloply, per sq cm"
Q4324,"Amniotx, per sq cm"
Q4325,"Acapatch, per sq cm"
Q4326,"Woundplus, per sq cm"
Q4327,"Duoamnion, per sq cm"
Q4328,"Most, per sq cm"
Q4329,"Singlay, per sq cm"
Q4330,"Total, per sq cm"
Q4331,"Axolotl graft, per sq cm"
Q4332,"Axolotl dualgraft, per sq cm"
Q4333,"Ardeograft, per sq cm"
Q4334,"Amnioplast 1, per sq cm"
Q4335,"Amnioplast 2, per sq cm"
Q4336,"Artecent c, per sq cm"
Q4337,"Artecent trident, per sq cm"
Q4338,"Artacent velos, per sq cm"
Q4339,"Artacent vericlen, per sq cm"
Q4340,"Simpligraft, per sq cm"
Q4341,"Simplimax, per sq cm"
Q4342,"Theramend, per sq cm"
Q4343,Dermacyte ac matrx per sq cm
Q4344,"Tri membrane wrap, per sq cm"
Q4345,Matrix hd allogrft per sq cm
Q4346,Shelter dm matrix per sq cm
Q4347,Rampart dl matrix per sq cm
Q4348,Sentry sl matrix per sq cm
Q4349,Mantle dl matrix per sq cm
Q4350,Palisade dm matrix per sq cm
Q4351,"Enclose tl matrix, per sq cm"
Q4352,"Overlay sl matrix, per sq cm"
Q4353,Xceed tl matrix per sq cm
Q4354,Palingen dl-palingen dl-x
Q4355,Abio xpl abio xpl hy p sq cm
Q4356,Abio mem abio hyd per sq cm
Q4357,"Xwrap plus, per sq cm"
Q4358,"Xwrap dual, per sq cm"
Q4359,"Choriply, per sq cm"
Q4360,Amchoplast fd per sq cm
Q4361,"Epixpress, per sq cm"
Q4362,"Cygnus disk, per sq cm"
Q4363,Am bur mem hydro per sq cm
Q4364,Am bur xp mem xpl hy p sq cm
Q4365,Amnio bur dl mem per sq cm
Q4366,Dl amnio bur x-mem per sq cm
Q4367,"Amniocore sl, per sq cm"
Q4368,Amchothick per sq cm
Q4369,Amnioplast 3 per sq cm
Q4370,Aeroguard per sq cm
Q4371,Neoguard per sq cm
Q4372,Amchoplast excl per sq cm
Q4373,Membrane wrp lt per sq cm
Q4375,Duograft ac per sq cm
Q4376,Duograft aa per sq cm
Q4377,Trigraft ft per sq cm
Q4378,Renew ft matrix per sq cm
Q4379,Amniodefend ft per sq cm
Q4380,Advograft one per sq cm
Q4382,Advograft dual per sq cm
Q4383,Axolotl graft ult per sq cm
Q4384,Axolotl dual ult per sq cm
Q4385,Apollo ft per sq cm
Q4386,Acesso trifaca per sq cm
Q4387,Neothelium ft per sq cm
Q4388,Neothelium 4l per sq cm
Q4389,Neothelium 4l+ per sq cm
Q4390,Ascendion per sq cm
Q4391,Amnioplast double per sq cm
Q4392,Grafix duo per sq cm
Q4393,Surgraft ac per sq cm
Q4394,Surgraft aca per sq cm
Q4395,Acelagraft per sq cm
Q4396,Natalin per sq cm
Q4397,Summit aaa per sq cm
Q4398,Summit ac per sq cm
Q4399,Summit fx per sq cm
Q4400,Polygon3 per sq cm
Q4401,Absolv3 per sq cm
Q4402,Xwrap 2.0 per sq cm
Q4403,Xwrap dual plus per sq cm
Q4404,Xwrap hydro plus per sq cm
Q4405,Xwrap fenestra plus sq cm
Q4406,Xwrap fenestra per sq cm
Q4407,Xwrap tribus per sq cm
Q4408,Xwrap hydro per sq cm
Q4409,Amniomatrixf3x per sq cm
Q4410,Amchomatrixdl per sq cm
Q4411,Amniomatrixf4x per sq cm
Q4412,Choriofix per sq cm
Q4413,Cygnus solo per sq cm
Q4414,Simplichor per sq cm
Q4415,Alexiguard st-l per sq cm
Q4416,Alexiguard tl-t per sq cm
Q4417,Alexiguard dl-t per sq cm
Q4418,Biolab wrap flow per sq cm
Q4419,Biolab wrap flw lt per sq cm
Q4420,Nuform per sq cm
Q4421,Biolab wrap solo per sq cm
Q4422,Ac wrap per sq cm
Q4423,Biolab tri wrap fl per sq cm
Q4424,Revive ft per sq cm
Q4425,Revive tl per sq cm
Q4426,"Dermbnd tl+, tlx per sq cm"
Q4427,Dermbnd dln dl+ dlx sq cm
Q4428,Dermbnd sln sl+ slx sq cm
Q4429,"Dermbnd chn, chx per sq cm"
Q4431,"Pma skin substitute product, not otherwise specified (list in addition to primary procedure)"
Q4432,"510(k) skin substitute product, not otherwise specified (list in addition to primary procedure)"
Q4433,"361 hct/p skin substitute product, not otherwise specified (list in addition to primary procedure)"
Q4435,Renati membrane per sq cm
Q4436,Renati ac membrane per sq cm
Q4437,Revival ac per sq cm
Q4438,Pretect per sq cm
Q4439,Instagraft per sq cm
Q4440,Curamatrix per sq cm
Q5001,Hospice or home hlth in home
Q5002,Hospice/home hlth in asst lv
Q5003,Hospice in lt/non-skilled nf
Q5004,Hospice in snf
Q5005,"Hospice, inpatient hospital"
Q5006,Hospice in hospice facility
Q5007,Hospice in ltch
Q5008,Hospice in inpatient psych
Q5009,Hospice or home health care provided in place not otherwise specified (nos)
Q5010,Hospice home care in hospice
Q5098,"Inj ustekinumab-srlf, 1 mg"
Q5099,"Inj ustekinumab-stba, 1 mg"
Q5100,"Inj ustekinumab-kfce, 1 mg"
Q5101,"Injection, zarxio"
Q5102,"Inj., infliximab biosimilar"
Q5103,"Injection, inflectra"
Q5104,"Injection, renflexis"
Q5105,Inj retacrit esrd on dialysi
Q5106,Inj retacrit non-esrd use
Q5107,Inj mvasi 10 mg
Q5108,"Injection, fulphila"
Q5109,"Injection, ixifi, 10 mg"
Q5110,Nivestym
Q5111,"Injection, udenyca 0.5 mg"
Q5112,Inj ontruzant 10 mg
Q5113,Inj herzuma 10 mg
Q5114,Inj ogivri 10 mg
Q5115,Inj truxima 10 mg
Q5116,"Inj., trazimera, 10 mg"
Q5117,"Inj., kanjinti, 10 mg"
Q5118,"Inj., zirabev, 10 mg"
Q5119,"Inj ruxience, 10 mg"
Q5120,Inj pegfilgrastim-bmez 0.5mg
Q5121,"Inj. avsola, 10 mg"
Q5122,"Inj, nyvepria"
Q5123,"Inj. riabni, 10 mg"
Q5124,"Inj. byooviz, 0.1 mg"
Q5125,"Inj, releuko 1 mcg"
Q5126,Inj alymsys 10 mg
Q5127,"Inj, stimufend, 0.5 mg"
Q5128,"Inj, cimerli, 0.1 mg"
Q5129,"Inj, vegzelma, 10 mg"
Q5130,"Inj, fylnetra, 0.5 mg"
Q5131,"Inj, idacio, 20 mg"
Q5132,"Inj, abrilada, 10 mg"
Q5133,"Inj, tofidence, 1 mg"
Q5134,"Inj, tyruko, 1 mg"
Q5135,"Inj, tyenne, 1 mg"
Q5136,"Inj. denosumab-bbdz, 1 mg"
Q5137,"Inj, wezlana, sub cu, 1 mg"
Q5138,"Inj, wezlana, iv, 1 mg"
Q5139,"Inj, eculizumab-aeeb, 10 mg"
Q5140,"Inj adalimumab-fkjp, 1 mg"
Q5141,"Inj adalimumab-aaty, 1 mg"
Q5142,"Inj adalimumab-ryvk, 1 mg"
Q5143,"Inj adalimumab-adbm, 1 mg"
Q5144,"Inj, idacio, 1 mg"
Q5145,"Inj, abrilada, 1 mg"
Q5146,"Inj, hercessi, 10 mg"
Q5147,"Inj, aflibercept-ayyh, 1 mg"
Q5148,"Inj, nyposi 1 mcg"
Q5149,"Inj, aflibercept-abzv, 1 mg"
Q5150,"Inj, aflibercept-mrbb, 1 mg"
Q5151,"Inj, eculizumab-aagh, 2 mg"
Q5152,"Inj, eculizumab-aeeb, 2 mg"
Q5153,"Inj, aflibercept-yszy, 1 mg"
Q5154,"Inj, omlyclo, 5 mg"
Q5155,"Inj, aflibercept-jbvf, 1 mg"
Q5156,"Inj, tocilizumab-anoh, 1 mg"
Q5157,"Inj, denosumab-bmwo, 1 mg"
Q5158,"Inj, denosumab-bnht, 1 mg"
Q5159,"Inj, denosumab-dssb, 1 mg"
Q5160,"Inj, jobevne, 10 mg"
Q5161,"Inj, denosumab-kyqq, 1 mg"
Q5162,"Inj, denosumab-nxxp, 1 mg"
Q5164,"Ustekinumab-hmny, 1 mg"
Q5165,"Inj, denosumab-mobz, 1 mg"
Q5166,"Inj, denosumab-desu, 1 mg"
Q5167,"Inj, denosumab-qbde, 1 mg"
Q5168,"Inj. nufymco, 0.1 mg"
Q5169,"Inj, armlupeg, 0.5 mg"
Q5170,"Inj, aflibercept-boav, 1 mg"
Q5171,"Inj, den (boncres), bio, 1mg"
Q9001,Chaplain assessment
Q9002,Chaplain counsel individu
Q9003,Chaplain counsel group
Q9004,Va whole health partner serv
Q9950,Inj sulf hexa lipid microsph
Q9951,"Locm >= 400 mg/ml iodine,1ml"
Q9953,"Inj fe-based mr contrast,1ml"
Q9954,"Oral mr contrast, 100 ml"
Q9955,"Inj perflexane lip micros,ml"
Q9956,"Inj octafluoropropane mic,ml"
Q9957,"Inj perflutren lip micros,ml"
Q9958,"Hocm <=149 mg/ml iodine, 1ml"
Q9959,"Hocm 150-199mg/ml iodine,1ml"
Q9960,"Hocm 200-249mg/ml iodine,1ml"
Q9961,"Hocm 250-299mg/ml iodine,1ml"
Q9962,"Hocm 300-349mg/ml iodine,1ml"
Q9963,"Hocm 350-399mg/ml iodine,1ml"
Q9964,"Hocm>= 400mg/ml iodine, 1ml"
Q9965,"Locm 100-199mg/ml iodine,1ml"
Q9966,"Locm 200-299mg/ml iodine,1ml"
Q9967,"Locm 300-399mg/ml iodine,1ml"
Q9968,Visualization adjunct
Q9969,Non-heu tc-99m add-on/dose
Q9970,Inj ferric carboxymaltos 1mg
Q9972,Epoetin beta esrd use
Q9973,Epoetin beta non esrd
Q9974,Morphine epidural/intratheca
Q9975,Factor viii fc fusion recomb
Q9976,Inj ferric pyrophosphate cit
Q9977,"Compounded drug, not otherwise classified"
Q9978,Netupitant palonosetron oral
Q9979,"Injection, alemtuzumab"
Q9980,"Genvisc, inj, 1mg"
Q9981,"Rolapitant, oral, 1mg"
Q9982,Flutemetamol f18 diagnostic
Q9983,Florbetaben f18 diagnostic
Q9984,"Kyleena, 19.5 mg"
Q9985,"Injection, hydroxyprogesterone caproate, not otherwise specified, 10 mg"
Q9986,"Makena, 10 mg"
Q9987,Pathogen test for platelets
Q9988,"Platelets, pathogen reduced"
Q9989,"Ustekinumab, iv inject,1 mg"
Q9991,Buprenorph xr 100 mg or less
Q9992,Buprenorphine xr over 100 mg
Q9993,"Inj., triamcinolone ext rel"
Q9994,Enzyme cartridge enteral nut
Q9995,"Inj., emicizumab-kxwh 0.5 mg"
Q9996,Ustekinumab- ttwe sub cu inj
Q9997,Ustekinumab-ttwe iv inj 1 mg
Q9998,"Inj ustekinumab-aekn, 1 mg"
Q9999,Inj ustekinumab-aauz 1 mg
R0070,Transport portable x-ray
R0075,Transport port x-ray multipl
R0076,Transport portable ekg
S0012,"Butorphanol tartrate, nasal"
S0013,"Esketamine, nasal spray"
S0014,"Tacrine hydrochloride, 10 mg"
S0017,"Injection, aminocaproic acid"
S0020,"Injection, bupivicaine hydro"
S0021,"Injection, cefoperazone sod"
S0023,"Injection, cimetidine hydroc"
S0028,"Injection, famotidine, 20 mg"
S0030,"Injection, metronidazole"
S0032,"Injection, nafcillin sodium"
S0034,"Injection, ofloxacin, 400 mg"
S0039,"Injection, sulfamethoxazole"
S0040,"Injection, ticarcillin disod"
S0073,"Injection, aztreonam, 500 mg"
S0074,"Injection, cefotetan disodiu"
S0077,"Injection, clindamycin phosp"
S0078,"Injection, fosphenytoin sodi"
S0080,"Injection, pentamidine iseth"
S0081,"Injection, piperacillin sodi"
S0088,Imatinib 100 mg
S0090,"Sildenafil citrate, 25 mg"
S0091,Granisetron 1mg
S0092,Hydromorphone 250 mg
S0093,Morphine 500 mg
S0104,"Zidovudine, oral, 100 mg"
S0106,Bupropion hcl sr 60 tablets
S0108,Mercaptopurine 50 mg
S0109,Methadone oral 5mg
S0117,Tretinoin topical 5 g
S0119,Ondansetron 4 mg
S0122,Inj menotropins 75 iu
S0126,Inj follitropin alfa 75 iu
S0128,Inj follitropin beta 75 iu
S0132,Inj ganirelix acetat 250 mcg
S0136,"Clozapine, 25 mg"
S0137,"Didanosine, 25 mg"
S0138,"Finasteride, 5 mg"
S0139,"Minoxidil, 10 mg"
S0140,"Saquinavir, 200 mg"
S0142,Colistimethate inh sol mg
S0144,"Inj, propofol, 10 mg"
S0145,Peg interferon alfa-2a/180
S0148,Peg interferon alfa-2b/10
S0155,Epoprostenol dilutant
S0156,"Exemestane, 25 mg"
S0157,"Becaplermin gel 1%, 0.5 gm"
S0160,Dextroamphetamine
S0164,Injection pantroprazole
S0166,Inj olanzapine 2.5mg
S0169,Calcitrol
S0170,Anastrozole 1 mg
S0171,Bumetanide 0.5 mg
S0172,Chlorambucil 2 mg
S0174,Dolasetron 50 mg
S0175,Flutamide 125 mg
S0176,Hydroxyurea 500 mg
S0177,Levamisole 50 mg
S0178,Lomustine 10 mg
S0179,Megestrol 20 mg
S0182,"Procarbazine, oral"
S0183,Prochlorperazine 5 mg
S0187,Tamoxifen 10 mg
S0189,Testosterone pellet 75 mg
S0190,"Mifepristone, oral, 200 mg"
S0191,"Misoprostol, oral, 200 mcg"
S0194,Vitamin suppl 100 caps
S0195,Pneumo vaccine 5-9 yrs
S0197,Prenatal vitamins 30 day
S0199,Med abortion inc all ex drug
S0201,Partial hospitalization serv
S0207,Paramedicintercep nonhospals
S0208,Paramed intrcept nonvol
S0209,Wc van mileage per mi
S0215,Nonemerg transp mileage
S0220,Medical conference by physic
S0221,"Medical conference, 60 min"
S0250,Comp geriatr assmt team
S0255,Hospice refer visit nonmd
S0257,End of life counseling
S0260,H&p for surgery
S0265,Genetic counsel 15 mins
S0270,Home std case rate 30 days
S0271,Home hospice case 30 days
S0272,Home episodic case 30 days
S0273,Md home visit outside cap
S0274,Nurse practr visit outs cap
S0280,"Medical home, initial plan"
S0281,"Medical home, maintenance"
S0285,Cnslt before screen colonosc
S0302,Completed epsdt
S0310,Hospitalist visit
S0311,Comp mgmt care coord adv ill
S0315,Disease management program
S0316,Follow-up/reassessment
S0317,Disease mgmt per diem
S0320,Rn telephone calls to dmp
S0340,Lifestyle mod 1st stage
S0341,Lifestyle mod 2 or 3 stage
S0342,Lifestyle mod 4th stage
S0353,Cancer treatmentplan initial
S0354,Cancer treatment plan change
S0390,Rout foot care per visit
S0395,Impression casting ft
S0400,Global eswl kidney
S0500,Dispos cont lens
S0504,Singl prscrp lens
S0506,Bifoc prscp lens
S0508,Trifoc prscrp lens
S0510,Non-prscrp lens
S0512,Daily cont lens
S0514,Color cont lens
S0515,Scleral lens liquid bandage
S0516,Safety frames
S0518,Sunglass frames
S0580,Polycarb lens
S0581,Nonstnd lens
S0590,"Integral lens service, miscellaneous services reported separately"
S0592,Comp cont lens eval
S0595,New lenses in pts old frame
S0596,Phakic iol refractive error
S0601,Screening proctoscopy
S0610,Annual gynecological examina
S0612,Annual gynecological examina
S0613,Ann breast exam
S0618,Audiometry for hearing aid
S0620,Routine ophthalmological exa
S0621,Routine ophthalmological exa
S0622,Phys exam for college
S0630,Removal of sutures
S0800,Laser in situ keratomileusis
S0810,Photorefractive keratectomy
S0812,Phototherap keratect
S1001,Deluxe item
S1002,Custom item
S1015,Iv tubing extension set
S1016,Non-pvc intravenous administ
S1030,Gluc monitor purchase
S1031,Gluc monitor rental
S1034,Art pancreas system
S1035,Art pancreas inv disp sensor
S1036,Art pancreas ext transmitter
S1037,Art pancreas ext receiver
S1040,Cranial remolding orthosis
S1090,Mometasone sinus implant
S1091,Stent non-coronary propel
S2053,Transplantation of small int
S2054,Transplantation of multivisc
S2055,Harvesting of donor multivis
S2060,Lobar lung transplantation
S2061,Donor lobectomy (lung)
S2065,Simult panc kidn trans
S2066,Breast gap flap reconst
S2067,"Breast ""stacked"" diep/gap"
S2068,Breast diep or siea flap
S2070,Cysto laser tx ureteral calc
S2079,Lap esophagomyotomy
S2080,Laup
S2083,Adjustment gastric band
S2095,Transcath emboliz microspher
S2102,Islet cell tissue transplant
S2103,Adrenal tissue transplant
S2107,Adoptive immunotherapy
S2112,Knee arthroscp harv
S2115,Periacetabular osteotomy
S2117,"Arthroereisis, subtalar"
S2118,Total hip resurfacing
S2120,Low density lipoprotein(ldl)
S2140,Cord blood harvesting
S2142,Cord blood-derived stem-cell
S2150,Bmt harv/transpl 28d pkg
S2152,Solid organ transpl pkg
S2202,Echosclerotherapy
S2205,Minimally invasive direct co
S2206,Minimally invasive direct co
S2207,Minimally invasive direct co
S2208,Minimally invasive direct co
S2209,Minimally invasive direct co
S2225,Myringotomy laser-assist
S2230,Implant semi-imp hear
S2235,Implant auditory brain imp
S2260,Induced abortion 17-24 weeks
S2265,Induced abortion 25-28 wks
S2266,Induced abortion 29-31 wks
S2267,Induced abortion 32 or more
S2300,"Arthroscopy, shoulder, surgi"
S2325,Hip core decompression
S2340,Chemodenervation of abductor
S2341,Chemodenerv adduct vocal
S2342,Nasal endoscop po debrid
S2348,Decompress disc rf lumbar
S2350,"Diskectomy, anterior, with d"
S2351,"Diskectomy, anterior, with d"
S2360,Vertebroplast cerv 1st
S2361,Vertebroplast cerv addl
S2400,Fetal surg congen hernia
S2401,Fetal surg urin trac obstr
S2402,Fetal surg cong cyst malf
S2403,Fetal surg pulmon sequest
S2404,Fetal surg myelomeningo
S2405,Fetal surg sacrococ teratoma
S2409,"Repair, congenital malformation of fetus, procedure performed in utero, not otherwise classified"
S2411,Fetoscop laser ther ttts
S2900,Robotic surgical system
S3000,Bilat dil retinal exam
S3005,Eval self-assess depression
S3600,Stat lab
S3601,Stat lab home/nf
S3620,Newborn metabolic screening
S3630,Eosinophil blood count
S3645,Hiv-1 antibody testing of or
S3650,"Saliva test, hormone level;"
S3652,"Saliva test, hormone level;"
S3655,Antisperm antibodies test
S3708,Gastrointestinal fat absorpt
S3721,Pca3 testing
S3722,Dose optimization auc - 5fu
S3800,Genetic testing als
S3840,Dna analysis ret-oncogene
S3841,Gene test retinoblastoma
S3842,Gene test hippel-lindau
S3844,Dna analysis deafness
S3845,Gene test alpha-thalassemia
S3846,Gene test beta-thalassemia
S3849,Gene test niemann-pick
S3850,Gene test sickle cell
S3852,Dna analysis apoe alzheimer
S3853,Gene test myo musclr dyst
S3854,Gene profile panel breast
S3855,Gene test presenilin-1 gene
S3861,Genetic test brugada
S3865,Comp genet test hyp cardiomy
S3866,Spec gene test hyp cardiomy
S3870,Cgh test developmental delay
S3890,Fecal dna analysis
S3900,Surface emg
S3902,Ballistocardiogram
S3904,Masters two step
S4005,Interim labor facility globa
S4011,Ivf package
S4013,Compl gift case rate
S4014,Compl zift case rate
S4015,"Complete in vitro fertilization cycle, not otherwise specified, case rate"
S4016,Frozen ivf case rate
S4017,Ivf canc a stim case rate
S4018,F emb trns canc case rate
S4020,Ivf canc b4 aspir case rate
S4021,Ivf canc aftr aspr case rate
S4022,Asst oocyte fert case rate
S4023,Incompl donor egg case rate
S4024,Air polymer foam per study
S4025,Donor serv ivf case rate
S4026,Procure donor sperm
S4027,Store prev froz embryos
S4028,Microsurg epi sperm asp
S4030,Sperm procure init visit
S4031,Sperm procure subs visit
S4035,Stimulated iui case rate
S4037,Cryo embryo transf case rate
S4040,Monit store cryo embryo 30 d
S4042,Ovulation mgmt per cycle
S4981,Insert levonorgestrel ius
S4988,Penile contractur devic manu
S4989,Contracept iud
S4990,Nicotine patch legend
S4991,Nicotine patch nonlegend
S4993,Contraceptive pills for bc
S4995,Smoking cessation gum
S5000,"Prescription drug, generic"
S5001,"Prescription drug,brand name"
S5010,5% dextrose and 0.45% saline
S5011,5% dextrose in lactated ring
S5012,5% dextrose with potassium
S5013,5%dextrose/0.45%saline1000ml
S5014,D5w/0.45ns w kcl and mgs04
S5035,Hit routine device maint
S5036,Hit device repair
S5100,Adult daycare services 15min
S5101,Adult day care per half day
S5102,Adult day care per diem
S5105,Centerbased day care perdiem
S5108,Homecare train pt 15 min
S5109,Homecare train pt session
S5110,Family homecare training 15m
S5111,Family homecare train/sessio
S5115,Nonfamily homecare train/15m
S5116,Nonfamily hc train/session
S5120,Chore services per 15 min
S5121,Chore services per diem
S5125,Attendant care service /15m
S5126,Attendant care service /diem
S5130,"Homemaker service, nos; per 15 minutes"
S5131,"Homemaker service, nos; per diem"
S5135,Adult companioncare per 15m
S5136,Adult companioncare per diem
S5140,Adult foster care per diem
S5141,Adult foster care per month
S5145,Child fostercare th per diem
S5146,Ther fostercare child /month
S5150,"Unskilled respite care, not hospice; per 15 minutes"
